STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT18
USC00305113,"EMMONS, NY US",3/31/2005,,,0,0,0,57,28,42,,,,,,
USC00305113,"EMMONS, NY US",4/1/2005,,,0,0,0,58,40,42,,,,,,
USC00305113,"EMMONS, NY US",4/2/2005,,,0.17,0,0,60,40,41,,,,,,
USC00305113,"EMMONS, NY US",4/3/2005,,,1.87,0,0,53,40,42,1,1,,,,
USC00305113,"EMMONS, NY US",4/4/2005,,,0.22,0,0,42,32,32,,,,,,
USC00305113,"EMMONS, NY US",4/5/2005,,,0.02,0,0,38,29,30,,,,,,
USC00305113,"EMMONS, NY US",4/6/2005,,,0,0,0,58,30,42,,,,,,
USC00305113,"EMMONS, NY US",4/7/2005,,,0,0,0,75,40,42,,,,,,
USC00305113,"EMMONS, NY US",4/8/2005,,,0.13,0,0,70,37,37,,,,,,
USC00305113,"EMMONS, NY US",4/9/2005,,,0,0,0,59,26,27,,,,,,
USC00305113,"EMMONS, NY US",4/10/2005,,,0,0,0,62,27,29,,,,,,
USC00305113,"EMMONS, NY US",4/11/2005,,,0,0,0,68,29,31,,,,,,
USC00305113,"EMMONS, NY US",4/12/2005,,,0,0,0,53,24,24,,,,,,
USC00305113,"EMMONS, NY US",4/13/2005,,,0,0,0,52,23,31,,,,,,
USC00305113,"EMMONS, NY US",4/14/2005,,,0,0,0,55,28,31,,,,,,
USC00305113,"EMMONS, NY US",4/15/2005,,,0,0,0,60,28,29,,,,,,
USC00305113,"EMMONS, NY US",4/16/2005,,,0,0,0,58,26,30,,,,,,
USC00305113,"EMMONS, NY US",4/17/2005,,,0,0,0,66,28,28,,,,,,
USC00305113,"EMMONS, NY US",4/18/2005,,,0,0,0,73,28,37,,,,,,
USC00305113,"EMMONS, NY US",4/19/2005,,,0,0,0,71,30,31,,,,,,
USC00305113,"EMMONS, NY US",4/20/2005,,,0,0,0,76,31,58,,,,,,
USC00305113,"EMMONS, NY US",4/21/2005,,,0.11,0,0,78,37,37,,,,,,
USC00305113,"EMMONS, NY US",4/22/2005,,,0,0,0,55,25,26,,,,,,
USC00305113,"EMMONS, NY US",4/23/2005,,,0.43,0,0,65,26,43,,,,,,
USC00305113,"EMMONS, NY US",4/24/2005,,,0.96,0,0,60,43,43,,,,,,
USC00305113,"EMMONS, NY US",4/25/2005,,,0.1,0,0,48,29,31,,,1,,,
USC00305113,"EMMONS, NY US",4/26/2005,,,0.06,0,0,46,31,42,,,,,,
USC00305113,"EMMONS, NY US",4/27/2005,,,0,0,0,67,42,50,,,,,,
USC00305113,"EMMONS, NY US",4/28/2005,,,0.34,0,0,52,36,38,,,,,,
USC00305113,"EMMONS, NY US",4/29/2005,,,0.12,0,0,56,32,32,,,,,,
USC00305113,"EMMONS, NY US",4/30/2005,,,0.02,0,0,58,32,44,,,,,,
USC00305113,"EMMONS, NY US",5/1/2005,,,0.09,0,0,54,42,42,,,,,,
USC00305113,"EMMONS, NY US",5/2/2005,,,0.01,0,0,58,31,37,,,,,,
USC00305113,"EMMONS, NY US",5/3/2005,,,0.06,0,0,47,30,33,,,1,,,
USC00305113,"EMMONS, NY US",5/4/2005,,,0.02,0,0,46,32,34,,,,,,
USC00305113,"EMMONS, NY US",5/5/2005,,,0,0,0,48,25,28,,,,,,
USC00305113,"EMMONS, NY US",5/6/2005,,,0,0,0,59,28,34,,,,,,
USC00305113,"EMMONS, NY US",5/7/2005,,,0,0,0,62,34,34,,,,,,
USC00305113,"EMMONS, NY US",5/8/2005,,,0,0,0,64,34,44,,,,,,
USC00305113,"EMMONS, NY US",5/9/2005,,,0,0,0,59,35,35,,,,,,
USC00305113,"EMMONS, NY US",5/10/2005,,,0,0,0,73,35,47,,,,,,
USC00305113,"EMMONS, NY US",5/11/2005,,,0,0,0,81,47,61,,,,,,
USC00305113,"EMMONS, NY US",5/12/2005,,,0,0,0,84,42,42,,,,,,
USC00305113,"EMMONS, NY US",5/13/2005,,,0,0,0,55,26,28,,,,,,
USC00305113,"EMMONS, NY US",5/14/2005,,,0.02,0,0,64,28,51,,,,,,
USC00305113,"EMMONS, NY US",5/15/2005,,,0.31,0,0,75,51,59,,,,,,
USC00305113,"EMMONS, NY US",5/16/2005,,,0.05,0,0,70,42,42,,,,,,
USC00305113,"EMMONS, NY US",5/17/2005,,,0,0,0,58,33,35,,,,,,
USC00305113,"EMMONS, NY US",5/18/2005,,,0,0,0,59,33,36,,,,,,
USC00305113,"EMMONS, NY US",5/19/2005,,,0,0,0,61,34,38,,,,,,
USC00305113,"EMMONS, NY US",5/20/2005,,,0,0,0,64,38,42,,,,,,
USC00305113,"EMMONS, NY US",5/21/2005,,,0,0,0,66,35,37,,,,,,
USC00305113,"EMMONS, NY US",5/22/2005,,,0.34,0,0,68,37,45,,,,,,
USC00305113,"EMMONS, NY US",5/23/2005,,,0.15,0,0,49,43,44,,,,,,
USC00305113,"EMMONS, NY US",5/24/2005,,,0.2,0,0,60,42,42,,,,,,
USC00305113,"EMMONS, NY US",5/25/2005,,,0.06,0,0,49,42,45,,,,,,
USC00305113,"EMMONS, NY US",5/26/2005,,,0.06,0,0,52,45,51,,,,,,
USC00305113,"EMMONS, NY US",5/27/2005,,,0.04,0,0,56,47,49,,,,,,
USC00305113,"EMMONS, NY US",5/28/2005,,,0,0,0,73,43,45,,,,,,
USC00305113,"EMMONS, NY US",5/29/2005,,,0.19,0,0,71,45,51,,,,,,
USC00305113,"EMMONS, NY US",5/30/2005,,,0,0,0,68,40,42,,1,,1,,
USC00305113,"EMMONS, NY US",5/31/2005,,,0.26,0,0,69,42,43,1,,,,,
USC00305113,"EMMONS, NY US",6/1/2005,,,0,0,0,69,43,47,1,,,,,
USC00305113,"EMMONS, NY US",6/2/2005,,,0,0,0,77,47,54,,,,,,
USC00305113,"EMMONS, NY US",6/3/2005,,,0,0,0,79,51,52,,,,,,
USC00305113,"EMMONS, NY US",6/4/2005,,,0,0,0,75,52,55,,,,,,
USC00305113,"EMMONS, NY US",6/5/2005,,,0,0,0,81,53,56,,,,,,
USC00305113,"EMMONS, NY US",6/6/2005,,,0,0,0,82,56,60,,1,,,,
USC00305113,"EMMONS, NY US",6/7/2005,,,0.49,0,0,86,60,62,,,,,,
USC00305113,"EMMONS, NY US",6/8/2005,,,0,0,0,81,54,56,,,,,,
USC00305113,"EMMONS, NY US",6/9/2005,,,0,0,0,88,56,64,,,,,,
USC00305113,"EMMONS, NY US",6/10/2005,,,0,0,0,88,64,69,,,,,,
USC00305113,"EMMONS, NY US",6/11/2005,,,0.04,0,0,85,62,64,,,,,,
USC00305113,"EMMONS, NY US",6/12/2005,,,0,0,0,86,64,69,,1,,,,
USC00305113,"EMMONS, NY US",6/13/2005,,,0.52,0,0,81,66,66,,1,,,,
USC00305113,"EMMONS, NY US",6/14/2005,,,1.28,0,0,86,66,68,,,,,,
USC00305113,"EMMONS, NY US",6/15/2005,,,0,0,0,77,64,65,,,,,,
USC00305113,"EMMONS, NY US",6/16/2005,,,0,0,0,78,62,63,,,,,,
USC00305113,"EMMONS, NY US",6/17/2005,,,0.7,0,0,70,51,52,,,,,,
USC00305113,"EMMONS, NY US",6/18/2005,,,0,0,0,62,52,55,,,,,,
USC00305113,"EMMONS, NY US",6/19/2005,,,0,0,0,71,46,48,,,,,,
USC00305113,"EMMONS, NY US",6/20/2005,,,0,0,0,79,48,53,,,,,,
USC00305113,"EMMONS, NY US",6/21/2005,,,0.03,0,0,80,53,58,,,,,,
USC00305113,"EMMONS, NY US",6/22/2005,,,0,0,0,75,40,47,,,,,,
USC00305113,"EMMONS, NY US",6/23/2005,,,0,0,0,77,42,42,,,,,,
USC00305113,"EMMONS, NY US",6/24/2005,,,0,0,0,74,42,47,,,,,,
USC00305113,"EMMONS, NY US",6/25/2005,,,0,0,0,83,47,59,,,,,,
USC00305113,"EMMONS, NY US",6/26/2005,,,0,0,0,87,59,65,,,,,,
USC00305113,"EMMONS, NY US",6/27/2005,,,0,0,0,89,62,63,,,,,,
USC00305113,"EMMONS, NY US",6/28/2005,,,0,0,0,88,63,64,,,,,,
USC00305113,"EMMONS, NY US",6/29/2005,,,0,0,0,85,64,68,,1,,,,
USC00305113,"EMMONS, NY US",6/30/2005,,,0.7,0,0,84,64,65,1,,,,,
USC00305113,"EMMONS, NY US",7/1/2005,,,0,0,0,83,63,67,,1,,,,
USC00305113,"EMMONS, NY US",7/2/2005,,,0.59,0,0,83,55,56,,,,,,
USC00305113,"EMMONS, NY US",7/3/2005,,,0,0,0,72,46,48,,,,,,
USC00305113,"EMMONS, NY US",7/4/2005,,,0,0,0,78,48,60,,,,,,
USC00305113,"EMMONS, NY US",7/5/2005,,,0,0,0,82,60,67,,,,,,
USC00305113,"EMMONS, NY US",7/6/2005,,,0.03,0,0,79,65,65,,,,,,
USC00305113,"EMMONS, NY US",7/7/2005,,,1.57,0,0,75,62,62,,,,,,
USC00305113,"EMMONS, NY US",7/8/2005,,,0.83,0,0,66,60,60,,,,,,
USC00305113,"EMMONS, NY US",7/9/2005,,,0.52,0,0,63,59,60,,,,,,
USC00305113,"EMMONS, NY US",7/10/2005,,,0.02,0,0,67,58,62,,,,,,
USC00305113,"EMMONS, NY US",7/11/2005,,,0,0,0,83,56,57,,,,,,
USC00305113,"EMMONS, NY US",7/12/2005,,,0,0,0,85,57,61,1,1,,,,
USC00305113,"EMMONS, NY US",7/13/2005,,,0.19,0,0,87,61,67,1,,,,,
USC00305113,"EMMONS, NY US",7/14/2005,,,0,0,0,83,67,69,,1,,,,
USC00305113,"EMMONS, NY US",7/15/2005,,,0.08,0,0,85,61,61,,,,,,
USC00305113,"EMMONS, NY US",7/16/2005,,,0.11,0,0,87,61,69,,,,,,
USC00305113,"EMMONS, NY US",7/17/2005,,,0,0,0,82,69,71,,,,,,
USC00305113,"EMMONS, NY US",7/18/2005,,,0,0,0,85,71,73,,,,,,
USC00305113,"EMMONS, NY US",7/19/2005,,,0,0,0,86,70,70,,,,,,
USC00305113,"EMMONS, NY US",7/20/2005,,,0,0,0,85,59,61,1,,,,,
USC00305113,"EMMONS, NY US",7/21/2005,,,0,0,0,80,54,54,1,,,,,
USC00305113,"EMMONS, NY US",7/22/2005,,,0,0,0,80,54,59,,1,,,,
USC00305113,"EMMONS, NY US",7/23/2005,,,0.33,0,0,82,58,59,,,,,,
USC00305113,"EMMONS, NY US",7/24/2005,,,0,0,0,77,52,54,,,,,,
USC00305113,"EMMONS, NY US",7/25/2005,,,0,0,0,80,54,69,,1,,,,
USC00305113,"EMMONS, NY US",7/26/2005,,,0.02,0,0,85,54,55,,1,,,,
USC00305113,"EMMONS, NY US",7/27/2005,,,0.05,0,0,87,55,70,,,,,,
USC00305113,"EMMONS, NY US",7/28/2005,,,0.02,0,0,84,50,51,1,,,,,
USC00305113,"EMMONS, NY US",7/29/2005,,,0,0,0,75,50,50,,,,,,
USC00305113,"EMMONS, NY US",7/30/2005,,,0,0,0,78,50,54,,,,,,
USC00305113,"EMMONS, NY US",7/31/2005,,,0,0,0,81,54,59,,1,,,,
USC00305113,"EMMONS, NY US",8/1/2005,,,0.41,0,0,83,59,64,,,,,,
USC00305113,"EMMONS, NY US",8/2/2005,,,0,0,0,83,64,65,,,,,,
USC00305113,"EMMONS, NY US",8/3/2005,,,0,0,0,85,59,60,,,,,,
USC00305113,"EMMONS, NY US",8/4/2005,,,0,0,0,87,60,61,1,,,,,
USC00305113,"EMMONS, NY US",8/5/2005,,,0,0,0,88,61,74,,,,,,
USC00305113,"EMMONS, NY US",8/6/2005,,,0,0,0,84,53,54,,,,,,
USC00305113,"EMMONS, NY US",8/7/2005,,,0,0,0,81,54,55,,,,,,
USC00305113,"EMMONS, NY US",8/8/2005,,,0,0,0,85,55,61,1,,,,,
USC00305113,"EMMONS, NY US",8/9/2005,,,0,0,0,84,61,67,,,,,,
USC00305113,"EMMONS, NY US",8/10/2005,,,0,0,0,84,63,64,,,,,,
USC00305113,"EMMONS, NY US",8/11/2005,,,0,0,0,88,64,68,,,,,,
USC00305113,"EMMONS, NY US",8/12/2005,,,0,0,0,84,63,63,,,,,,
USC00305113,"EMMONS, NY US",8/13/2005,,,0,0,0,87,63,72,,,,,,
USC00305113,"EMMONS, NY US",8/14/2005,,,0.03,0,0,84,68,68,,1,,,,
USC00305113,"EMMONS, NY US",8/15/2005,,,0.67,0,0,88,62,62,,,,,,
USC00305113,"EMMONS, NY US",8/16/2005,,,0,0,0,80,56,58,1,,,,,
USC00305113,"EMMONS, NY US",8/17/2005,,,0,0,0,76,54,55,1,,,,,
USC00305113,"EMMONS, NY US",8/18/2005,,,0,0,0,79,49,50,,,,,,
USC00305113,"EMMONS, NY US",8/19/2005,,,0,0,0,76,50,65,,,,,,
USC00305113,"EMMONS, NY US",8/20/2005,,,0,0,0,71,64,67,,,,,,
USC00305113,"EMMONS, NY US",8/21/2005,,,0.29,0,0,83,67,70,,1,,,,
USC00305113,"EMMONS, NY US",8/22/2005,,,0.04,0,0,80,54,54,,,,,,
USC00305113,"EMMONS, NY US",8/23/2005,,,0,0,0,71,52,53,,,,,,
USC00305113,"EMMONS, NY US",8/24/2005,,,0,0,0,68,49,50,1,,,,,
USC00305113,"EMMONS, NY US",8/25/2005,,,0,0,0,73,47,47,1,,,,,
USC00305113,"EMMONS, NY US",8/26/2005,,,0,0,0,78,47,51,1,,,,,
USC00305113,"EMMONS, NY US",8/27/2005,,,0,0,0,82,51,54,,,,,,
USC00305113,"EMMONS, NY US",8/28/2005,,,0.06,0,0,78,54,64,,,,,,
USC00305113,"EMMONS, NY US",8/29/2005,,,0.02,0,0,74,61,62,,,,,,
USC00305113,"EMMONS, NY US",8/30/2005,,,0.82,0,0,83,61,65,1,,,,,
USC00305113,"EMMONS, NY US",8/31/2005,,,0.31,0,0,73,65,71,,,,,,
USC00305113,"EMMONS, NY US",9/1/2005,,,0.76,0,0,80,61,61,,,,,,
USC00305113,"EMMONS, NY US",9/2/2005,,,0,0,0,73,51,52,1,,,,,
USC00305113,"EMMONS, NY US",9/3/2005,,,0,0,0,79,51,56,,,,,,
USC00305113,"EMMONS, NY US",9/4/2005,,,0,0,0,73,52,54,,,,,,
USC00305113,"EMMONS, NY US",9/5/2005,,,0,0,0,71,49,49,1,,,,,
USC00305113,"EMMONS, NY US",9/6/2005,,,0,0,0,77,46,46,,,,,,
USC00305113,"EMMONS, NY US",9/7/2005,,,0,0,0,79,46,48,1,,,,,
USC00305113,"EMMONS, NY US",9/8/2005,,,0,0,0,79,48,48,1,,,,,
USC00305113,"EMMONS, NY US",9/9/2005,,,0,0,0,78,48,58,1,,,,,
USC00305113,"EMMONS, NY US",9/10/2005,,,0,0,0,75,43,43,,,,,,
USC00305113,"EMMONS, NY US",9/11/2005,,,0,0,0,72,38,38,,,,,,
USC00305113,"EMMONS, NY US",9/12/2005,,,0,0,0,74,38,50,1,,,,,
USC00305113,"EMMONS, NY US",9/13/2005,,,0,0,0,84,50,55,1,,,,,
USC00305113,"EMMONS, NY US",9/14/2005,,,0,0,0,84,55,56,1,,,,,
USC00305113,"EMMONS, NY US",9/15/2005,,,0.07,0,0,86,55,68,,,,,,
USC00305113,"EMMONS, NY US",9/16/2005,,,0.03,0,0,75,62,63,,,,,,
USC00305113,"EMMONS, NY US",9/17/2005,,,0.17,0,0,77,63,65,,1,,,,
USC00305113,"EMMONS, NY US",9/18/2005,,,0.04,0,0,67,58,58,,,,,,
USC00305113,"EMMONS, NY US",9/19/2005,,,0,0,0,74,49,50,,,,,,
USC00305113,"EMMONS, NY US",9/20/2005,,,0,0,0,77,50,64,,1,,,,
USC00305113,"EMMONS, NY US",9/21/2005,,,0.16,0,0,74,53,53,,,,,,
USC00305113,"EMMONS, NY US",9/22/2005,,,0,0,0,77,47,47,,,,,,
USC00305113,"EMMONS, NY US",9/23/2005,,,0,0,0,81,47,66,,,,,,
USC00305113,"EMMONS, NY US",9/24/2005,,,0,0,0,73,39,40,,,,,,
USC00305113,"EMMONS, NY US",9/25/2005,,,0,0,0,70,40,58,,,,,,
USC00305113,"EMMONS, NY US",9/26/2005,,,0.09,0,0,66,58,63,,,,,,
USC00305113,"EMMONS, NY US",9/27/2005,,,0.92,0,0,66,51,52,,,,,,
USC00305113,"EMMONS, NY US",9/28/2005,,,0,0,0,64,37,37,,,,,,
USC00305113,"EMMONS, NY US",9/29/2005,,,0,0,0,70,37,62,,,,,,
USC00305113,"EMMONS, NY US",9/30/2005,,,0.35,0,0,64,38,38,,,,,,
USC00305113,"EMMONS, NY US",10/1/2005,,,0,0,0,61,37,38,,,,,,
USC00305113,"EMMONS, NY US",10/2/2005,,,0,0,0,73,38,42,,,,,,
USC00305113,"EMMONS, NY US",10/3/2005,,,0,0,0,78,42,45,,,,,,
USC00305113,"EMMONS, NY US",10/4/2005,,,0,0,0,78,45,49,,,,,,
USC00305113,"EMMONS, NY US",10/5/2005,,,0,0,0,77,47,47,1,,,,,
USC00305113,"EMMONS, NY US",10/6/2005,,,0,0,0,76,47,50,,,,,,
USC00305113,"EMMONS, NY US",10/7/2005,,,0,0,0,75,50,67,,,,,,
USC00305113,"EMMONS, NY US",10/8/2005,,,1.02,0,0,70,57,57,,,,,,
USC00305113,"EMMONS, NY US",10/9/2005,,,1.06,0,0,57,47,47,,,,,,
USC00305113,"EMMONS, NY US",10/10/2005,,,0.12,0,0,53,47,50,,,,,,
USC00305113,"EMMONS, NY US",10/11/2005,,,0.04,0,0,58,48,52,,,,,,
USC00305113,"EMMONS, NY US",10/12/2005,,,0.11,0,0,60,51,51,,,,,,
USC00305113,"EMMONS, NY US",10/13/2005,,,0.82,0,0,51,45,48,,,,,,
USC00305113,"EMMONS, NY US",10/14/2005,,,0.15,0,0,54,48,52,,,,,,
USC00305113,"EMMONS, NY US",10/15/2005,,,0.92,0,0,57,52,53,,,,,,
USC00305113,"EMMONS, NY US",10/16/2005,,,0.1,0,0,58,44,44,,,,,,
USC00305113,"EMMONS, NY US",10/17/2005,,,0.07,0,0,48,43,43,,,,,,
USC00305113,"EMMONS, NY US",10/18/2005,,,0.07,0,0,49,39,46,,,,,,
USC00305113,"EMMONS, NY US",10/19/2005,,,0.01,0,0,60,42,42,,,,,,
USC00305113,"EMMONS, NY US",10/20/2005,,,0,0,0,64,35,35,,,,,,
USC00305113,"EMMONS, NY US",10/21/2005,,,0,0,0,52,30,30,,,,,,
USC00305113,"EMMONS, NY US",10/22/2005,,,0.02,0,0,55,30,34,,,,,,
USC00305113,"EMMONS, NY US",10/23/2005,,,1.66,0,0,41,33,34,,,,,,
USC00305113,"EMMONS, NY US",10/24/2005,,,0.03,0,0,42,33,33,,,,,,
USC00305113,"EMMONS, NY US",10/25/2005,,,0.41,0,0,46,33,37,,,1,,,
USC00305113,"EMMONS, NY US",10/26/2005,,,0.94,2.8,2,38,31,32,,,,,,
USC00305113,"EMMONS, NY US",10/27/2005,,,0.04,0,0,38,32,33,,,,,,
USC00305113,"EMMONS, NY US",10/28/2005,,,0,0,0,37,29,31,,,,,,
USC00305113,"EMMONS, NY US",10/29/2005,,,0,0,0,41,30,30,,,,,,
USC00305113,"EMMONS, NY US",10/30/2005,,,0,0,0,44,30,42,,,,,,
USC00305113,"EMMONS, NY US",10/31/2005,,,0,0,0,59,30,31,,,,,,
USC00305113,"EMMONS, NY US",11/1/2005,,,0,0,0,64,31,41,,,,,,
USC00305113,"EMMONS, NY US",11/2/2005,,,0.44,0,0,67,38,40,,,,,,
USC00305113,"EMMONS, NY US",11/3/2005,,,0,0,0,50,28,44,,,,,,
USC00305113,"EMMONS, NY US",11/4/2005,,,0,0,0,65,36,39,,,,,,
USC00305113,"EMMONS, NY US",11/5/2005,,,0,0,0,67,39,46,,,,,,
USC00305113,"EMMONS, NY US",11/6/2005,,,0,0,0,69,44,51,,1,,1,,
USC00305113,"EMMONS, NY US",11/7/2005,,,0.21,0,0,69,44,44,,,,,,
USC00305113,"EMMONS, NY US",11/8/2005,,,0,0,0,53,35,45,,,,,,
USC00305113,"EMMONS, NY US",11/9/2005,,,0,0,0,54,28,30,,1,,,,
USC00305113,"EMMONS, NY US",11/10/2005,,,0.73,0,0,54,30,41,,,,,,
USC00305113,"EMMONS, NY US",11/11/2005,,,0.03,0.1,0,41,28,29,,,,,,
USC00305113,"EMMONS, NY US",11/12/2005,,,0,0,0,36,29,29,,,,,,
USC00305113,"EMMONS, NY US",11/13/2005,,,0,0,0,54,29,42,,,,,,
USC00305113,"EMMONS, NY US",11/14/2005,,,0,0,0,62,42,48,,,,,,
USC00305113,"EMMONS, NY US",11/15/2005,,,0.24,0,0,52,30,36,,,,,,
USC00305113,"EMMONS, NY US",11/16/2005,,,0.47,0,0,64,36,63,,,,,,
USC00305113,"EMMONS, NY US",11/17/2005,,,0.85,0,0,64,29,30,,,,,,
USC00305113,"EMMONS, NY US",11/18/2005,,,0.04,0.4,0,36,24,24,,,,,,
USC00305113,"EMMONS, NY US",11/19/2005,,,0,0,0,29,20,26,,,,,,
USC00305113,"EMMONS, NY US",11/20/2005,,,0,0,0,38,26,36,,,,,,
USC00305113,"EMMONS, NY US",11/21/2005,,,0,0,0,52,31,35,,,,,,
USC00305113,"EMMONS, NY US",11/22/2005,,,0.11,0,0,51,35,35,,,,,,
USC00305113,"EMMONS, NY US",11/23/2005,,,0.34,2.6,2,36,16,16,,,,,,
USC00305113,"EMMONS, NY US",11/24/2005,,,0.04,0.5,3,26,13,26,,,,,,
USC00305113,"EMMONS, NY US",11/25/2005,,,0.06,0.7,3,35,11,13,,,,,,
USC00305113,"EMMONS, NY US",11/26/2005,,,0,0,3,26,13,19,,,,,,
USC00305113,"EMMONS, NY US",11/27/2005,,,0.16,1.8,4,26,19,20,,,,,,
USC00305113,"EMMONS, NY US",11/28/2005,,,0,0,1,46,20,46,,,,,,
USC00305113,"EMMONS, NY US",11/29/2005,,,0,0,,58,46,58,,,,,,
USC00305113,"EMMONS, NY US",11/30/2005,,,0.83,0,,63,41,43,1,,,,,
USC00305113,"EMMONS, NY US",12/1/2005,,,0,0,0,43,29,31,,,,,,
USC00305113,"EMMONS, NY US",12/2/2005,,,0.08,1,1,34,29,29,,,,,,
USC00305113,"EMMONS, NY US",12/3/2005,,,0.11,1.1,2,31,22,22,,,,,,
USC00305113,"EMMONS, NY US",12/4/2005,,,0.04,0.5,2,28,20,21,,,,,,
USC00305113,"EMMONS, NY US",12/5/2005,,,0.02,0.2,2,26,20,22,,,,,,
USC00305113,"EMMONS, NY US",12/6/2005,,,0,0,2,32,21,23,,,,,,
USC00305113,"EMMONS, NY US",12/7/2005,,,0.01,0.2,2,28,14,14,,,,,,
USC00305113,"EMMONS, NY US",12/8/2005,,,0.02,0.3,2,23,2,2,,,,,,
USC00305113,"EMMONS, NY US",12/9/2005,,,0.26,3.1,5,24,2,23,,,,,,
USC00305113,"EMMONS, NY US",12/10/2005,,,0.08,1.1,6,29,23,25,,,,,,
USC00305113,"EMMONS, NY US",12/11/2005,,,0,0,5,33,23,26,,,,,,
USC00305113,"EMMONS, NY US",12/12/2005,,,0.05,0.7,5,30,25,25,,,,,,
USC00305113,"EMMONS, NY US",12/13/2005,,,0.01,0.1,5,28,-4,-4,,,,,,
USC00305113,"EMMONS, NY US",12/14/2005,,,0,0,4,17,-13,-13,,,,,,
USC00305113,"EMMONS, NY US",12/15/2005,,,0,0,4,17,-13,-2,,,,,,
USC00305113,"EMMONS, NY US",12/16/2005,,,0.55,0,4,37,-2,33,,,,,,
USC00305113,"EMMONS, NY US",12/17/2005,,,0.38,2.2,6,34,22,22,,,,,,
USC00305113,"EMMONS, NY US",12/18/2005,,,0,0,6,30,7,10,,,,,,
USC00305113,"EMMONS, NY US",12/19/2005,,,0,0,6,26,10,21,,,,,,
USC00305113,"EMMONS, NY US",12/20/2005,,,0,0,5,23,11,11,,,,,,
USC00305113,"EMMONS, NY US",12/21/2005,,,0.01,0.2,5,21,7,7,,,,,,
USC00305113,"EMMONS, NY US",12/22/2005,,,0.03,0.8,6,22,7,21,,,,,,
USC00305113,"EMMONS, NY US",12/23/2005,,,0,0,6,31,21,29,,,,,,
USC00305113,"EMMONS, NY US",12/24/2005,,,0,0,5,40,29,35,,,,,,
USC00305113,"EMMONS, NY US",12/25/2005,,,0,0,3,42,30,32,,,,,,
USC00305113,"EMMONS, NY US",12/26/2005,,,0.87,0,2,46,29,33,1,,,,,
USC00305113,"EMMONS, NY US",12/27/2005,,,0.03,0.4,2,36,26,26,,,,,,
USC00305113,"EMMONS, NY US",12/28/2005,,,0,,2,29,22,23,,,,,,
USC00305113,"EMMONS, NY US",12/29/2005,,,0.01,0,1,41,23,35,,,,,,
USC00305113,"EMMONS, NY US",12/30/2005,,,0.76,0.1,1,38,27,27,,,,,,
USC00305113,"EMMONS, NY US",12/31/2005,,,0,0,1,27,20,21,,,,,,
USC00305113,"EMMONS, NY US",1/1/2006,,,0.13,1.4,2,31,21,31,,,,,,
USC00305113,"EMMONS, NY US",1/2/2006,,,0,0,2,33,26,27,,,,,,
USC00305113,"EMMONS, NY US",1/3/2006,,,0.58,3.2,4,36,27,32,,,1,,,
USC00305113,"EMMONS, NY US",1/4/2006,,,0.16,0,4,33,17,17,,,1,,,
USC00305113,"EMMONS, NY US",1/5/2006,,,0.04,0,4,34,17,34,,,1,,,
USC00305113,"EMMONS, NY US",1/6/2006,,,0.04,0,4,36,27,27,,,,,,
USC00305113,"EMMONS, NY US",1/7/2006,,,0.02,0.2,4,27,12,12,,,,,,
USC00305113,"EMMONS, NY US",1/8/2006,,,0.02,0.3,4,27,12,27,,,,,,
USC00305113,"EMMONS, NY US",1/9/2006,,,0,0,4,39,27,38,,,,,,
USC00305113,"EMMONS, NY US",1/10/2006,,,0,0,3,43,32,32,,,1,,,
USC00305113,"EMMONS, NY US",1/11/2006,,,0.02,0,3,39,28,39,,,,,,
USC00305113,"EMMONS, NY US",1/12/2006,,,0.18,0,2,45,35,36,,,,,,
USC00305113,"EMMONS, NY US",1/13/2006,,,0,0,1,48,29,30,,,,,,
USC00305113,"EMMONS, NY US",1/14/2006,,,0.24,0,0,56,30,52,,,,,,
USC00305113,"EMMONS, NY US",1/15/2006,,,0.36,1.3,1,52,8,8,,,,,,
USC00305113,"EMMONS, NY US",1/16/2006,,,0,0,1,10,-1,-1,,,,,,
USC00305113,"EMMONS, NY US",1/17/2006,,,0,0,1,21,-1,4,,,,,,
USC00305113,"EMMONS, NY US",1/18/2006,,,0.09,0,0,54,4,53,,,,,,
USC00305113,"EMMONS, NY US",1/19/2006,,,0.61,0.1,0,54,26,26,,,,,,
USC00305113,"EMMONS, NY US",1/20/2006,,,0,0,0,44,26,43,,,,,,
USC00305113,"EMMONS, NY US",1/21/2006,,,0,0,0,52,43,47,,,,,,
USC00305113,"EMMONS, NY US",1/22/2006,,,0.02,0,0,55,17,17,,,,,,
USC00305113,"EMMONS, NY US",1/23/2006,,,0.39,3.3,3,35,17,30,,,,,,
USC00305113,"EMMONS, NY US",1/24/2006,,,0.12,0.4,3,35,24,25,,,,,,
USC00305113,"EMMONS, NY US",1/25/2006,,,0.02,0.1,3,36,23,31,,,,,,
USC00305113,"EMMONS, NY US",1/26/2006,,,0.14,2.1,5,32,15,15,,,,,,
USC00305113,"EMMONS, NY US",1/27/2006,,,0.01,0.1,5,19,11,11,,,,,,
USC00305113,"EMMONS, NY US",1/28/2006,,,0,0,,30,9,22,,,,,,
USC00305113,"EMMONS, NY US",1/29/2006,,,0,0,4,47,22,28,,,,,,
USC00305113,"EMMONS, NY US",1/30/2006,,,0.16,0,2,44,28,40,,,,,,
USC00305113,"EMMONS, NY US",1/31/2006,,,0.16,0,,52,37,38,,,,,,
