STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV03,WV03_ATTRIBUTES
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/8/2002,0,"T,,0,2400",0,",,0,",0,",,0,",47,",,W",54,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/9/2002,0.2,",,0,2400",0,",,0,",0,",,0,",58,",,W",67,",,0",49,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/10/2002,0,",,0,2400",0,",,0,",0,",,0,",48,",,W",57,",,0",38,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/11/2002,0,",,0,2400",0,",,0,",0,",,0,",48,",,W",63,",,0",33,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/12/2002,0,",,0,2400",0,",,0,",0,",,0,",54,",,W",67,",,0",41,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/13/2002,0.09,",,0,2400",0,",,0,",0,",,0,",63,",,W",70,",,0",56,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/14/2002,0.23,",,0,2400",0,",,0,",0,",,0,",61,",,W",70,",,0",51,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/15/2002,0.18,",,0,2400",0,",,0,",0,",,0,",67,",,W",77,",,0",57,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/16/2002,0,",,0,2400",0,",,0,",0,",,0,",71,",,W",89,",,0",53,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/17/2002,0,"T,,0,2400",0,",,0,",0,",,0,",75,",,W",91,",,0",58,",,0",,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/18/2002,0,",,0,2400",0,",,0,",0,",,0,",74,",,W",87,",,0",60,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/19/2002,0.02,",,0,2400",0,",,0,",0,",,0,",70,",,W",82,",,0",58,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/20/2002,0.04,",,0,2400",0,",,0,",0,",,0,",54,",,W",65,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/21/2002,0,",,0,2400",0,",,0,",0,",,0,",44,",,W",50,",,0",37,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/22/2002,0.13,",,0,2400",0,"T,,0,",0,",,0,",37,",,W",40,",,0",34,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,1,",,0",1,",,X",,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/23/2002,0,"T,,0,2400",0,"T,,0,",0,",,0,",42,",,W",50,",,0",34,",,0",,,,,,,1,",,X",1,",,0",,,,,,,,,,,,,,,,,,,1,",,0",,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/24/2002,0,",,0,2400",0,",,0,",0,",,0,",43,",,W",60,",,0",26,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/25/2002,0.4,",,0,2400",0,",,0,",0,",,0,",41,",,W",53,",,0",29,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/26/2002,0.03,",,0,2400",0,"T,,0,",0,",,0,",38,",,W",48,",,0",28,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,1,",,0",1,",,X",,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/27/2002,0,",,0,2400",0,",,0,",0,",,0,",44,",,W",56,",,0",31,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/28/2002,0.61,",,0,2400",0,",,0,",0,",,0,",43,",,W",45,",,0",40,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/29/2002,0.08,",,0,2400",0,",,0,",0,",,0,",40,",,W",43,",,0",37,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,4/30/2002,0.12,",,0,2400",0,",,0,",0,",,0,",42,",,W",50,",,0",34,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/1/2002,0,",,0,2400",0,",,0,",0,",,0,",44,",,W",57,",,0",31,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/2/2002,0.17,",,0,2400",0,",,0,",0,",,0,",49,",,W",53,",,0",44,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/3/2002,0.01,",,0,2400",0,",,0,",0,",,0,",47,",,W",52,",,0",41,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/4/2002,0,",,0,2400",0,",,0,",0,",,0,",53,",,W",65,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/5/2002,0,",,0,2400",0,",,0,",0,",,0,",55,",,W",73,",,0",37,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/6/2002,0,",,0,2400",0,",,0,",0,",,0,",65,",,W",80,",,0",50,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/7/2002,0.03,",,0,2400",0,",,0,",0,",,0,",66,",,W",75,",,0",57,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/8/2002,0,"T,,0,2400",0,",,0,",0,",,0,",55,",,W",61,",,0",48,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/9/2002,0.16,",,0,2400",0,",,0,",0,",,0,",53,",,W",57,",,0",49,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/10/2002,0,"T,,0,2400",0,",,0,",0,",,0,",60,",,W",71,",,0",48,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/11/2002,0,",,0,2400",0,",,0,",0,",,0,",51,",,W",63,",,0",38,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/12/2002,0.62,",,0,2400",0,",,0,",0,",,0,",49,",,W",51,",,0",47,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/13/2002,1.46,",,0,2400",0,",,0,",0,",,0,",46,",,W",49,",,0",43,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/14/2002,0.2,",,0,2400",0,",,0,",0,",,0,",48,",,W",53,",,0",42,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/15/2002,0,",,0,2400",0,",,0,",0,",,0,",52,",,W",63,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/16/2002,0,"T,,0,2400",0,",,0,",0,",,0,",57,",,W",77,",,0",36,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/17/2002,0.05,",,0,2400",0,",,0,",0,",,0,",58,",,W",65,",,0",50,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/18/2002,0.92,",,0,2400",2.2,",,0,",0,"T,,0,",41,",,W",50,",,0",32,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,1,",,0",,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/19/2002,0,",,0,2400",0,",,0,",0,",,0,",45,",,W",53,",,0",37,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/20/2002,0,",,0,2400",0,",,0,",0,",,0,",42,",,W",54,",,0",29,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/21/2002,0.01,",,0,2400",0,",,0,",0,",,0,",46,",,W",57,",,0",35,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/22/2002,0,",,0,2400",0,",,0,",0,",,0,",50,",,W",66,",,0",33,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/23/2002,0,",,0,2400",0,",,0,",0,",,0,",57,",,W",77,",,0",37,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/24/2002,0.05,",,0,2400",0,",,0,",0,",,0,",65,",,W",79,",,0",51,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/25/2002,0,",,0,2400",0,",,0,",0,",,0,",54,",,W",66,",,0",42,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/26/2002,0.07,",,0,2400",0,",,0,",0,",,0,",60,",,W",68,",,0",52,",,0",1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/27/2002,0,",,0,2400",0,",,0,",0,",,0,",62,",,W",79,",,0",45,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/28/2002,0,"T,,0,2400",0,",,0,",0,",,0,",70,",,W",78,",,0",62,",,0",1,",,0",,,,,,,,,,,,,1,",,0",,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/29/2002,0.24,",,0,2400",0,",,0,",0,",,0,",68,",,W",75,",,0",60,",,0",1,",,0",,,1,",,0",,,,,,,,,1,",,0",,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/30/2002,0.32,",,0,2400",0,",,0,",0,",,0,",72,",,W",80,",,0",64,",,0",1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,5/31/2002,0.24,",,0,2400",0,",,0,",0,",,0,",71,",,W",80,",,0",62,",,0",1,",,0",,,1,",,0",,,,,,,,,,,,,,,1,",,X",1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/1/2002,0,",,0,2400",0,",,0,",0,",,0,",67,",,W",83,",,0",50,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/2/2002,0.06,",,0,2400",0,",,0,",0,",,0,",60,",,W",68,",,0",52,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/3/2002,0,",,0,2400",0,",,0,",0,",,0,",58,",,W",69,",,0",46,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/4/2002,0.08,",,0,2400",0,",,0,",0,",,0,",57,",,W",72,",,0",41,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/5/2002,1.08,",,0,2400",0,",,0,",0,",,0,",72,",,W",81,",,0",62,",,0",1,",,0",,,1,",,0",,,,,,,,,1,",,0",,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,1,",,X"
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/6/2002,0.62,",,0,2400",0,",,0,",0,",,0,",61,",,W",68,",,0",54,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/7/2002,0.05,",,0,2400",0,",,0,",0,",,0,",63,",,W",72,",,0",54,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/8/2002,0,",,0,2400",0,",,0,",0,",,0,",64,",,W",74,",,0",53,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/9/2002,0.01,",,0,2400",0,",,0,",0,",,0,",69,",,W",80,",,0",57,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/10/2002,0,",,0,2400",0,",,0,",0,",,0,",65,",,W",75,",,0",55,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/11/2002,0.48,",,0,2400",0,",,0,",0,",,0,",73,",,W",89,",,0",56,",,0",1,",,0",,,1,",,0",,,,,,,,,,,,,,,1,",,X",1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/12/2002,0.04,",,0,2400",0,",,0,",0,",,0,",68,",,W",78,",,0",57,",,0",1,",,0",,,,,,,,,,,,,1,",,0",,,,,,,1,",,X",1,",,X",,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/13/2002,0,",,0,2400",0,",,0,",0,",,0,",63,",,W",70,",,0",56,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/14/2002,0.1,",,0,2400",0,",,0,",0,",,0,",61,",,W",66,",,0",56,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/15/2002,0.44,",,0,2400",0,",,0,",0,",,0,",56,",,W",58,",,0",53,",,0",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/16/2002,0.38,",,0,2400",0,",,0,",0,",,0,",61,",,W",70,",,0",51,",,0",1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/17/2002,0.18,",,0,2400",0,"T,,0,",0,",,0,",62,",,W",74,",,0",50,",,0",1,",,0",,,1,",,0",,,1,",,0",,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/18/2002,0,",,0,2400",0,",,0,",0,",,0,",63,",,W",76,",,0",49,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/19/2002,0,",,0,2400",0,",,0,",0,",,0,",66,",,W",79,",,0",53,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/20/2002,0,",,0,2400",0,",,0,",0,",,0,",67,",,W",83,",,0",51,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/21/2002,0,",,0,2400",0,",,0,",0,",,0,",74,",,W",86,",,0",61,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/22/2002,0.1,",,0,2400",0,",,0,",0,",,0,",71,",,W",74,",,0",67,",,0",1,",,0",,,,,,,,,,,,,1,",,0",,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/23/2002,0.08,",,0,2400",0,",,0,",0,",,0,",76,",,W",84,",,0",68,",,0",1,",,0",,,1,",,0",,,,,,,,,1,",,0",,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/24/2002,0,"T,,0,2400",0,",,0,",0,",,0,",71,",,W",83,",,0",59,",,0",,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/25/2002,0.04,",,0,2400",0,",,0,",0,",,0,",69,",,W",83,",,0",55,",,0",,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/26/2002,0.14,",,0,2400",0,",,0,",0,",,0,",79,",,W",93,",,0",64,",,0",1,",,0",,,1,",,0",,,,,,,,,1,",,0",,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/27/2002,1.1,",,0,2400",0,",,0,",0,",,0,",78,",,W",87,",,0",68,",,0",1,",,0",,,1,",,0",,,,,,,,,1,",,0",,,,,1,",,X",1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/28/2002,0.47,",,0,2400",0,",,0,",0,",,0,",74,",,W",82,",,0",65,",,0",1,",,0",,,1,",,0",,,,,,,,,1,",,0",,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/29/2002,0,",,0,2400",0,",,0,",0,",,0,",71,",,W",83,",,0",58,",,0",,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,6/30/2002,0,",,0,2400",0,",,0,",0,",,0,",73,",,W",85,",,0",61,",,0",,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,7/1/2002,0.01,",,0,2400",0,",,0,",0,",,0,",77,",,W",87,",,0",66,",,0",1,",,0",,,,,,,,,,,,,1,",,0",,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,7/2/2002,0,",,0,2400",0,",,0,",0,",,0,",82,",,W",93,",,0",70,",,0",1,",,0",,,,,,,,,,,,,1,",,0",,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,7/3/2002,0,",,0,2400",0,",,0,",0,",,0,",82,",,W",92,",,0",72,",,0",,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,7/4/2002,0,"T,,0,2400",0,",,0,",0,",,0,",82,",,W",93,",,0",70,",,0",,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,7/5/2002,0,",,0,2400",0,",,0,",0,",,0,",68,",,W",74,",,0",61,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,7/6/2002,0,",,0,2400",0,",,0,",0,",,0,",69,",,W",78,",,0",59,",,0",,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014735,"ALBANY INTERNATIONAL AIRPORT, NY US",42.74722,-73.79912,85.3,7/7/2002,0,",,0,2400",0,",,0,",0,",,0,",73,",,W",82,",,0",63,",,0",,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,
