STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,DASF,DASF_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT14,WT14_ATTRIBUTES
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,8/23/2003,,,,,,,,,0.56,",,0,0700",0,"P,,0",0,"P,,0",81,",,0",52,",,0",59,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,8/24/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",71,",,0",45,",,0",50,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,8/25/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",70,",,0",51,",,0",60,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,8/26/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",78,",,0",56,",,0",59,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,8/27/2003,,,,,,,,,0.01,",,0,0700",0,"P,,0",0,"P,,0",75,",,0",59,",,0",64,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,8/28/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",79,",,0",50,",,0",55,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,8/29/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",72,",,0",49,",,0",57,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,8/30/2003,,,,,,,,,0.51,",,0,0700",0,"P,,0",0,"P,,0",72,",,0",57,",,0",64,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,8/31/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",65,",,0",45,",,0",46,",I,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/1/2003,,,,,,,,,0.39,",,0,0700",0,"P,,0",0,"P,,0",69,",,0",53,",I,0",55,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/2/2003,,,,,,,,,3.3,",,0,0700",0,"P,,0",0,"P,,0",58,",,0",54,",,0",54,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/3/2003,,,,,,,,,0.39,",,0,0700",0,"P,,0",0,"P,,0",57,",,0",54,",,0",56,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/4/2003,,,,,,,,,1.62,",,0,0700",0,"P,,0",0,"P,,0",65,",,0",56,",,0",64,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/5/2003,,,,,,,,,0.07,",,0,0700",0,"P,,0",0,"P,,0",71,",,0",54,",,0",56,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/6/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",64,",,0",42,",,0",45,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/7/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",68,",,0",45,",,0",49,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/8/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",72,",,0",49,",,0",56,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/9/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",71,",,0",49,",,0",52,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/10/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",68,",,0",42,",,0",45,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/11/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",71,",,0",45,",,0",53,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/12/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",75,",,0",52,",,0",54,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/13/2003,,,,,,,,,0.01,",,0,0700",0,"P,,0",0,"P,,0",68,",,0",54,",,0",58,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/14/2003,,,,,,,,,0.25,",,0,0700",0,"P,,0",0,"P,,0",66,",,0",56,",,0",66,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/15/2003,,,,,,,,,0.6,",,0,0700",0,"P,,0",0,"P,,0",76,",,0",64,",,0",65,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/16/2003,,,,,,,,,1.68,",,0,0700",0,"P,,0",0,"P,,0",67,",,0",54,",,0",56,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/17/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",69,",,0",46,",,0",49,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/18/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",71,",,0",49,",,0",55,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/19/2003,,,,,,,,,0.28,",,0,0700",0,"P,,0",0,"P,,0",67,",,0",55,",,0",65,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/20/2003,,,,,,,,,0.31,",,0,0700",0,"P,,0",0,"P,,0",72,",,0",60,",,0",60,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/21/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",66,",,0",42,",,0",42,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/22/2003,,,,,,,,,0.02,",,0,0700",0,"P,,0",0,"P,,0",68,",,0",43,",,0",55,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/23/2003,,,,,,,,,2.36,",,0,0700",0,"P,,0",0,"P,,0",64,",,0",55,",,0",58,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/24/2003,,,,,,,,,0.2,",,0,0700",0,"P,,0",0,"P,,0",67,",,0",42,",,0",44,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/25/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",66,",,0",42,",,0",54,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/26/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",64,",,0",44,",,0",51,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/27/2003,,,,,,,,,0.06,",,0,0700",0,"P,,0",0,"P,,0",65,",,0",52,",,0",61,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/28/2003,,,,,,,,,0.6,",,0,0700",0,"P,,0",0,"P,,0",73,",,0",50,",,0",50,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/29/2003,,,,,,,,,0.07,",,0,0700",0,"P,,0",0,"P,,0",56,",,0",43,",,0",48,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,9/30/2003,,,,,,,,,0.05,",,0,0700",0,"P,,0",0,"P,,0",54,",,0",36,",,0",40,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/1/2003,,,,,,,,,0.06,",,0,0700",0,"P,,0",0,"P,,0",55,",,0",39,",,0",43,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/2/2003,,,,,,,,,0.05,",,0,0700",0,"P,,0",0,"P,,0",55,",,0",37,",,0",38,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/3/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",59,",,0",28,",,0",28,",I,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/4/2003,,,,,,,,,0.08,",,0,0700",0,"P,,0",0,"P,,0",50,",,0",39,",I,0",42,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/5/2003,,,,,,,,,0.5,",,0,0700",0,"P,,0",0,"P,,0",45,",,0",36,",,0",35,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/6/2003,,,,,,,,,0.02,",,0,0700",0,"P,,0",0,"P,,0",48,",,0",30,",,0",35,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/7/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",49,",,0",29,",,0",30,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/8/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",58,",,0",30,",,0",41,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/9/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",69,",,0",41,",,0",49,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/10/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",68,",,0",47,",,0",49,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/11/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",71,",,0",42,",,0",44,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/12/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",73,",,0",40,",,0",40,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/13/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",73,",,0",40,",,0",41,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/14/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",37,",I,0",73,",I,0",41,",I,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/15/2003,,,,,,,,,1.9,",,0,0700",0,"P,,0",0,"P,,0",59,",,0",48,",I,0",48,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/16/2003,,,,,,,,,0.1,",,0,0700",0,"P,,0",0,"P,,0",59,",,0",39,",,0",43,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/17/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",52,",,0",29,",,0",30,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/18/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",45,",,0",29,",,0",29,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/19/2003,,,,,,,,,0.09,",,0,0700",0,"P,,0",0,"P,,0",46,",,0",29,",,0",40,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/20/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",46,",,0",26,",,0",27,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/21/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",56,",,0",27,",,0",54,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/22/2003,,,,,,,,,0.12,",,0,0700",0,"P,,0",0,"P,,0",66,",,0",38,",,0",38,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/23/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",39,",,0",28,",,0",28,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/24/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",33,",,0",24,",,0",26,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/25/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",41,",,0",24,",,0",27,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/26/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",55,",,0",27,",,0",55,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/27/2003,,,,,,,,,0.7,",,0,0700",0,"P,,0",0,"P,,0",60,",,0",54,",,0",56,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/28/2003,,,,,,,,,1.04,",,0,0700",0,"P,,0",0,"P,,0",57,",,0",30,",,0",36,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/29/2003,,,,,,,,,1.05,",,0,0700",0,"P,,0",0,"P,,0",52,",,0",36,",,0",44,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/30/2003,,,,,,,,,0.35,",,0,0700",0,"P,,0",0,"P,,0",47,",,0",32,",,0",40,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,10/31/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",54,",,0",37,",,0",54,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/1/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",66,",,0",47,",,0",58,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/2/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",66,",,0",44,",,0",48,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/3/2003,,,,,,,,,0.05,",,0,0700",0,"P,,0",0,"P,,0",58,",,0",48,",,0",57,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/4/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",71,",,0",46,",,0",51,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/5/2003,,,,,,,,,0.08,",,0,0700",0,"P,,0",0,"P,,0",56,",,0",44,",,0",45,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/6/2003,,,,,,,,,0.63,",,0,0700",0,"P,,0",0,"P,,0",57,",,0",41,",,0",42,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/7/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",46,",,0",36,",,0",37,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/8/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",47,",,0",26,",,0",26,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/9/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",31,",,0",15,",,0",21,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/10/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",34,",,0",16,",,0",22,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/11/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",42,",,0",22,",,0",29,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/12/2003,,,,,,,,,0.24,",,0,0700",0,"P,,0",0,"P,,0",29,",I,0",46,",I,0",45,",I,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/13/2003,,,,,,,,,0.03,",,0,0700",0,"P,,0",0,"P,,0",54,",,0",29,",,0",39,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/14/2003,,,,,,,,,0.03,",,0,0700",0.4,",,0",0,"T,,0",39,",,0",24,",,0",24,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/15/2003,,,,,,,,,0.09,",,0,0700",1.5,",,0",2,",,0",32,",,0",22,",,0",23,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/16/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",,,36,",,0",23,",,0",33,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/17/2003,,,,,,,,,0.03,",,0,0700",0,"P,,0",,,40,",,0",33,",,0",36,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/18/2003,,,,,,,,,0.01,",,0,0700",0,"P,,0",,,44,",,0",35,",,0",38,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/19/2003,,,,,,,,,0.04,",,0,0700",0,"P,,0",0,"P,,0",52,",,0",38,",,0",51,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/20/2003,,,,,,,,,1.92,",,0,0700",0,"P,,0",0,"P,,0",60,",,0",38,",,0",38,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/21/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",41,",,0",29,",,0",41,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/22/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,",,0",55,",,0",30,",,0",31,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/23/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",60,",,0",29,",,0",32,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/24/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",53,",,0",32,",,0",37,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/25/2003,,,,,,,,,0.32,",,0,0700",3,",,0",,,55,",,0",22,",,0",22,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/26/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",,,30,",,0",22,",,0",28,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/27/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",,,39,",,0",26,",,0",27,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/28/2003,,,,,,,,,0.05,",,0,0700",0,"P,,0",,,47,",,0",27,",,0",40,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/29/2003,,,,,,,,,0.96,",,0,0700",0,"P,,0",0,"T,,0",54,",,0",30,",,0",31,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,11/30/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",0,"P,,0",33,",,0",28,",,0",28,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/1/2003,,,,,,,,,0,"T,,0,0700",,,0,"P,,0",29,,28,",,0",37,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/2/2003,,,,,,,,,0.11,",,0,0700",1,",,0",1,",,0",24,,20,",,0",21,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/3/2003,,,,,,,,,0.09,",,0,0700",1,",,0",2,",,0",21,",,0",9,",,0",11,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/4/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",2,",,0",22,",,0",10,",,0",15,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/5/2003,,,,,,,,,0,"P,,0,0700",0,"P,,0",,,29,",,0",12,",,0",19,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/6/2003,,,,,,,,,0.46,",,0,0700",,,8,",,0",28,",,0",15,",,0",15,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/7/2003,,,,,,,,,0.08,",,0,0700",1,",,0",9,",,0",19,",,0",9,",,0",11,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/8/2003,,,,,,,,,0,"T,,0,0700",0,"T,,0",9,",,0",20,",,0",12,",,0",16,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/9/2003,,,,,,,,,0,"P,,0,0700",0,",,0",8,",,0",27,",,0",16,",,0",22,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/10/2003,,,,,,,,,0,"P,,0,0700",0,",,0",6,",,0",30,",,0",22,",,0",25,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/11/2003,,,,,,,,,0.88,",,0,0700",0,"P,,0",0,"T,,0",46,",,0",25,",,0",46,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/12/2003,,,,,,,,,1.1,",,0,0700",0,"P,,0",0,"P,,0",47,",,0",25,",,0",26,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/13/2003,,,,,,,,,0.01,",,0,0700",0.5,",,0",1,",,0",29,",,0",16,",,0",16,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/14/2003,,,,,,,,,0.06,",,0,0700",1,",,0",1,",,0",22,",,0",14,",,0",14,",,0,0700",,,,,,,,,,,,,,
USC00367029,"PLEASANT MOUNT 1 W, PA US",41.7394,-75.4465,548.6,12/15/2003,,,,,,,,,1.58,",,0,0700",6,",,0",7,",,0",25,",,0",14,",,0",21,",,0,0700",,,,,,,,,,,,,,
